escenario_actual,problema_detectado,evidencia_numerica,cambio_recomendado,efecto_esperado,prioridad,decision,scenario_base,tp,family,benchmark_split
T8_BurstTraffic_TimeWindows__TP05_CriticalTTL,ZERO_DELIVERY,delivery=0; overhead=na; drops=1.0062; encounters=45; std_base=0.02,"Ajustar Group.speed, transmitRange o densidad; verificar coherencia movilidad–mapa",delivery_ratio > 0; quitar ZERO_DELIVERY,P0,stress,T8_BurstTraffic_TimeWindows,TP05,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP04_FewLarge,ZERO_DELIVERY,delivery=0; overhead=na; drops=0.779; encounters=32; std_base=0.0109,"Ajustar Group.speed, transmitRange o densidad; verificar coherencia movilidad–mapa",delivery_ratio > 0; quitar ZERO_DELIVERY,P0,stress,T9_BufferStress_SmallBufferHighTraffic,TP04,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP05_CriticalTTL,ZERO_DELIVERY,delivery=0; overhead=na; drops=1.0021; encounters=32; std_base=0.0109,"Ajustar Group.speed, transmitRange o densidad; verificar coherencia movilidad–mapa",delivery_ratio > 0; quitar ZERO_DELIVERY,P0,stress,T9_BufferStress_SmallBufferHighTraffic,TP05,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP06_OneToMany,ZERO_DELIVERY,delivery=0; overhead=na; drops=0.9247; encounters=32; std_base=0.0109,"Ajustar Group.speed, transmitRange o densidad; verificar coherencia movilidad–mapa",delivery_ratio > 0; quitar ZERO_DELIVERY,P0,stress,T9_BufferStress_SmallBufferHighTraffic,TP06,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP11_ManyToOne,ZERO_DELIVERY,delivery=0; overhead=na; drops=0.0567; encounters=32; std_base=0.0109,"Ajustar Group.speed, transmitRange o densidad; verificar coherencia movilidad–mapa",delivery_ratio > 0; quitar ZERO_DELIVERY,P0,stress,T9_BufferStress_SmallBufferHighTraffic,TP11,07_traffic,stress
R11_SpeedExtremeLow__TP01_Baseline,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP01,04_rural,control
R11_SpeedExtremeLow__TP02_LowLoad,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP02,04_rural,control
R11_SpeedExtremeLow__TP03_ManySmall,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP03,04_rural,control
R11_SpeedExtremeLow__TP04_FewLarge,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP04,04_rural,control
R11_SpeedExtremeLow__TP05_CriticalTTL,ZERO_CONTACTS,delivery=0; overhead=na; drops=0.9959; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP05,04_rural,control
R11_SpeedExtremeLow__TP06_OneToMany,ZERO_CONTACTS,delivery=0; overhead=na; drops=0.0794; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP06,04_rural,control
R11_SpeedExtremeLow__TP07_BurstWindow,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP07,04_rural,control
R11_SpeedExtremeLow__TP08_HubTarget,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP08,04_rural,control
R11_SpeedExtremeLow__TP09_Bimodal,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP09,04_rural,control
R11_SpeedExtremeLow__TP10_Storm,ZERO_CONTACTS,delivery=0; overhead=na; drops=0.9186; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP10,04_rural,control
R11_SpeedExtremeLow__TP11_ManyToOne,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP11,04_rural,control
R11_SpeedExtremeLow__TP12_GroupToGroup,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R11_SpeedExtremeLow,TP12,04_rural,control
R1_Rural_RandomWaypoint__TP01_Baseline,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP01,04_rural,control
R1_Rural_RandomWaypoint__TP02_LowLoad,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP02,04_rural,control
R1_Rural_RandomWaypoint__TP03_ManySmall,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP03,04_rural,control
R1_Rural_RandomWaypoint__TP04_FewLarge,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP04,04_rural,control
R1_Rural_RandomWaypoint__TP05_CriticalTTL,ZERO_CONTACTS,delivery=0; overhead=na; drops=0.9939; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP05,04_rural,control
R1_Rural_RandomWaypoint__TP06_OneToMany,ZERO_CONTACTS,delivery=0; overhead=na; drops=0.0794; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP06,04_rural,control
R1_Rural_RandomWaypoint__TP07_BurstWindow,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP07,04_rural,control
R1_Rural_RandomWaypoint__TP08_HubTarget,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP08,04_rural,control
R1_Rural_RandomWaypoint__TP09_Bimodal,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP09,04_rural,control
R1_Rural_RandomWaypoint__TP10_Storm,ZERO_CONTACTS,delivery=0; overhead=na; drops=0.9183; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP10,04_rural,control
R1_Rural_RandomWaypoint__TP11_ManyToOne,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP11,04_rural,control
R1_Rural_RandomWaypoint__TP12_GroupToGroup,ZERO_CONTACTS,delivery=0; overhead=na; drops=0; encounters=; std_base=0,Subir speed mínimo y/o transmitRange; revisar nrofHosts vs worldSize,total_encounters > 0,P0,excluir,R1_Rural_RandomWaypoint,TP12,04_rural,control
U1_CBD_Commuting_HelsinkiMedium__TP04_FewLarge,EXTREME_OVERHEAD,delivery=0.1955; overhead=299.7429; drops=53.3464; encounters=1985; cov_world=0.0872; cov_access=1; std_base=0.2127,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U1_CBD_Commuting_HelsinkiMedium,TP04,01_urban,stress
U1_CBD_Commuting_HelsinkiMedium__TP06_OneToMany,EXTREME_OVERHEAD,delivery=0.6144; overhead=177.2198; drops=64.101; encounters=2241; cov_world=0.0892; cov_access=1; std_base=0.2127,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U1_CBD_Commuting_HelsinkiMedium,TP06,01_urban,stress
U1_CBD_Commuting_HelsinkiMedium__TP08_HubTarget,EXTREME_OVERHEAD,delivery=0.3258; overhead=421.9684; drops=112.8124; encounters=2241; cov_world=0.0892; cov_access=1; std_base=0.2127,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U1_CBD_Commuting_HelsinkiMedium,TP08,01_urban,main
U1_CBD_Commuting_HelsinkiMedium__TP09_Bimodal,EXTREME_OVERHEAD,delivery=0.3044; overhead=245.0447; drops=60.0493; encounters=2029; cov_world=0.0796; cov_access=1; std_base=0.2127,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U1_CBD_Commuting_HelsinkiMedium,TP09,01_urban,stress
U1_CBD_Commuting_HelsinkiMedium__TP10_Storm,EXTREME_OVERHEAD,delivery=0.0599; overhead=113.4743; drops=7.647; encounters=2169; cov_world=0.078; cov_access=1; std_base=0.2127,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U1_CBD_Commuting_HelsinkiMedium,TP10,01_urban,stress
U1_CBD_Commuting_HelsinkiMedium__TP12_GroupToGroup,EXTREME_OVERHEAD,delivery=0.5358; overhead=231.2939; drops=79.865; encounters=2013; cov_world=0.0924; cov_access=1; std_base=0.2127,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U1_CBD_Commuting_HelsinkiMedium,TP12,01_urban,control
U2_SparseSuburb_HelsinkiMedium__TP08_HubTarget,EXTREME_OVERHEAD,delivery=0.1443; overhead=107.8286; drops=6.3227; encounters=495; cov_world=0.034; cov_access=1; std_base=0.1718,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U2_SparseSuburb_HelsinkiMedium,TP08,01_urban,main
U3_MicroMobility_HelsinkiMedium__TP01_Baseline,EXTREME_OVERHEAD,delivery=0.1019; overhead=3960.3265; drops=399.341; encounters=7058; cov_world=0.0932; cov_access=1; std_base=0.1772,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U3_MicroMobility_HelsinkiMedium,TP01,01_urban,main
U3_MicroMobility_HelsinkiMedium__TP02_LowLoad,EXTREME_OVERHEAD,delivery=0.3158; overhead=4303.1; drops=1320.4842; encounters=7209; cov_world=0.0932; cov_access=1; std_base=0.1772,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U3_MicroMobility_HelsinkiMedium,TP02,01_urban,main
U3_MicroMobility_HelsinkiMedium__TP03_ManySmall,EXTREME_OVERHEAD,delivery=0.2817; overhead=1035.8698; drops=274.702; encounters=7212; cov_world=0.0972; cov_access=1; std_base=0.1772,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U3_MicroMobility_HelsinkiMedium,TP03,01_urban,main
U3_MicroMobility_HelsinkiMedium__TP04_FewLarge,EXTREME_OVERHEAD,delivery=0.0166; overhead=6861.3333; drops=113.8232; encounters=7464; cov_world=0.0912; cov_access=1; std_base=0.1772,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U3_MicroMobility_HelsinkiMedium,TP04,01_urban,stress
U3_MicroMobility_HelsinkiMedium__TP06_OneToMany,EXTREME_OVERHEAD,delivery=0.4979; overhead=901.2112; drops=444.3062; encounters=7186; cov_world=0.0908; cov_access=1; std_base=0.1772,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U3_MicroMobility_HelsinkiMedium,TP06,01_urban,stress
U3_MicroMobility_HelsinkiMedium__TP07_BurstWindow,EXTREME_OVERHEAD,delivery=0.1766; overhead=3228; drops=564.7663; encounters=7224; cov_world=0.0896; cov_access=1; std_base=0.1772,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U3_MicroMobility_HelsinkiMedium,TP07,01_urban,main
U3_MicroMobility_HelsinkiMedium__TP08_HubTarget,EXTREME_OVERHEAD,delivery=0.0608; overhead=5016.1695; drops=303.5371; encounters=7186; cov_world=0.0908; cov_access=1; std_base=0.1772,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U3_MicroMobility_HelsinkiMedium,TP08,01_urban,main
U3_MicroMobility_HelsinkiMedium__TP09_Bimodal,EXTREME_OVERHEAD,delivery=0.1557; overhead=2550.0444; drops=386.9412; encounters=7111; cov_world=0.0892; cov_access=1; std_base=0.1772,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U3_MicroMobility_HelsinkiMedium,TP09,01_urban,stress
U3_MicroMobility_HelsinkiMedium__TP10_Storm,EXTREME_OVERHEAD,delivery=0.0172; overhead=1478.3585; drops=26.2988; encounters=7177; cov_world=0.0892; cov_access=1; std_base=0.1772,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U3_MicroMobility_HelsinkiMedium,TP10,01_urban,stress
U3_MicroMobility_HelsinkiMedium__TP11_ManyToOne,EXTREME_OVERHEAD,delivery=0.333; overhead=449.8204; drops=145.899; encounters=7186; cov_world=0.0908; cov_access=1; std_base=0.1772,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U3_MicroMobility_HelsinkiMedium,TP11,01_urban,stress
U3_MicroMobility_HelsinkiMedium__TP12_GroupToGroup,EXTREME_OVERHEAD,delivery=0.4949; overhead=1112.5909; drops=546.045; encounters=7175; cov_world=0.092; cov_access=1; std_base=0.1772,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U3_MicroMobility_HelsinkiMedium,TP12,01_urban,control
U4_CongestionHotspot_HelsinkiMedium__TP04_FewLarge,EXTREME_OVERHEAD,delivery=0.1397; overhead=358.56; drops=45.8045; encounters=1254; cov_world=0.08; cov_access=1; std_base=0.1797,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U4_CongestionHotspot_HelsinkiMedium,TP04,01_urban,stress
U4_CongestionHotspot_HelsinkiMedium__TP06_OneToMany,EXTREME_OVERHEAD,delivery=0.4598; overhead=141.5987; drops=31.6402; encounters=1226; cov_world=0.0812; cov_access=1; std_base=0.1797,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U4_CongestionHotspot_HelsinkiMedium,TP06,01_urban,stress
U4_CongestionHotspot_HelsinkiMedium__TP08_HubTarget,EXTREME_OVERHEAD,delivery=0.2701; overhead=194.271; drops=36.8845; encounters=1226; cov_world=0.0812; cov_access=1; std_base=0.1797,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U4_CongestionHotspot_HelsinkiMedium,TP08,01_urban,main
U4_CongestionHotspot_HelsinkiMedium__TP09_Bimodal,EXTREME_OVERHEAD,delivery=0.1888; overhead=223.7838; drops=32.5629; encounters=1258; cov_world=0.0736; cov_access=1; std_base=0.1797,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U4_CongestionHotspot_HelsinkiMedium,TP09,01_urban,stress
U4_CongestionHotspot_HelsinkiMedium__TP12_GroupToGroup,EXTREME_OVERHEAD,delivery=0.5092; overhead=126.9036; drops=27.2209; encounters=13; cov_world=0.0892; cov_access=1; std_base=0.1797,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U4_CongestionHotspot_HelsinkiMedium,TP12,01_urban,control
U5_WorkdayShort_HelsinkiMedium__TP04_FewLarge,EXTREME_OVERHEAD,delivery=0.1229; overhead=239.4091; drops=24.8436; encounters=127; cov_world=0.0804; cov_access=1; std_base=0.1318,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U5_WorkdayShort_HelsinkiMedium,TP04,01_urban,stress
U5_WorkdayShort_HelsinkiMedium__TP09_Bimodal,EXTREME_OVERHEAD,delivery=0.1837; overhead=264.1296; drops=38.085; encounters=1218; cov_world=0.0868; cov_access=1; std_base=0.1318,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U5_WorkdayShort_HelsinkiMedium,TP09,01_urban,stress
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP04_FewLarge,EXTREME_OVERHEAD,delivery=0.1117; overhead=231.45; drops=20.4972; encounters=1291; cov_world=0.08; cov_access=1; std_base=0.1692,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U6_OfficeWaitHeavyTail_HelsinkiMedium,TP04,01_urban,stress
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP09_Bimodal,EXTREME_OVERHEAD,delivery=0.2211; overhead=213.9154; drops=33.8095; encounters=1291; cov_world=0.08; cov_access=1; std_base=0.1692,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U6_OfficeWaitHeavyTail_HelsinkiMedium,TP09,01_urban,stress
U7_HighTimeVariance_HelsinkiMedium__TP04_FewLarge,EXTREME_OVERHEAD,delivery=0.1341; overhead=315.9583; drops=37.1844; encounters=251; cov_world=0.07; cov_access=1; std_base=0.2156,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U7_HighTimeVariance_HelsinkiMedium,TP04,01_urban,stress
U7_HighTimeVariance_HelsinkiMedium__TP06_OneToMany,EXTREME_OVERHEAD,delivery=0.5969; overhead=218.4473; drops=85.1742; encounters=2446; cov_world=0.076; cov_access=1; std_base=0.2156,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U7_HighTimeVariance_HelsinkiMedium,TP06,01_urban,stress
U7_HighTimeVariance_HelsinkiMedium__TP08_HubTarget,EXTREME_OVERHEAD,delivery=0.4196; overhead=159.4029; drops=42.7505; encounters=2446; cov_world=0.076; cov_access=1; std_base=0.2156,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U7_HighTimeVariance_HelsinkiMedium,TP08,01_urban,main
U7_HighTimeVariance_HelsinkiMedium__TP09_Bimodal,EXTREME_OVERHEAD,delivery=0.2228; overhead=236.5344; drops=42.0034; encounters=2371; cov_world=0.0688; cov_access=1; std_base=0.2156,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,U7_HighTimeVariance_HelsinkiMedium,TP09,01_urban,stress
C1_Campus_ClassChange__TP04_FewLarge,EXTREME_OVERHEAD,delivery=0.5028; overhead=311.2198; drops=151.5028; encounters=42; cov_world=0.9936; std_base=0.2874,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,C1_Campus_ClassChange,TP04,02_campus,stress
C1_Campus_ClassChange__TP08_HubTarget,EXTREME_OVERHEAD,delivery=0.868; overhead=324.5891; drops=252.4515; encounters=4247; cov_world=0.99; std_base=0.2874,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,C1_Campus_ClassChange,TP08,02_campus,main
C1_Campus_ClassChange__TP09_Bimodal,EXTREME_OVERHEAD,delivery=0.6766; overhead=358.8779; drops=230.3269; encounters=4219; cov_world=0.9924; std_base=0.2874,Reducir Events*.size o ampliar intervalo; etiquetar split=stress si TP04/06/10,overhead_ratio < 100 en benchmark main,P0,stress,C1_Campus_ClassChange,TP09,02_campus,stress
